label,text
1,﻿ربنا يبارك قدوه للجميع المسلمين انحاء العالم
0,﻿أوروبا كلها تريد التخلص النووي تحاول استثمار الطاقه الشمسية عندهم شمس ربعنا احنا بدنا نأخذ راحت موضته وولى زمانه كثر إخلاص القائمين مصلحة الوطن يا حسره
0,صحيح انك سافل
1,ونشوف اغلى الاحبة الروضة الرحيبة
1,اللهم إنى أقسمت عليك بك تهدى شباب المسلمين وتنور قلوبهم أنعمت طارق بنعمة اﻹسﻻم
1,صدقت
0,متى يجي عام عشان ادخل رجلي الشاشه واحطها بفمك
0,﻿ والله انو نذل
1,صباح الاماني الجميلة المحققة باذن الله
0,﻿ارحمونا صرنا نصف السيارة نطلع بالباص حرام عليكم
1,﻿يخفي صنائعه الله يظهرها
0,ضيعت دقايق عمري بمشاهدة ازنخ اتفه شخص بالحياة اللي بالنص بعرف اسمه
1,﻿يا طيب صباحك خيرات
1,معك حق
1,متخافش يامؤمن قول يارب وحب ربك دة اللى خلق النعمة اللى متعلق بيها يعنى اعظم النعمة دى وانت عارف كدة
1,كلام بليغ اللهم أرزقنا الزوج الصالح يعرف معني رفقا بالقوارير
1,اكيد لو كده الدنيا
0,كله راس المواطن يثير السخرية رفع اسعار المستقات النفطية المستخدمة الصناعة تقول صناعتنا مكسرة الدنيا
0,﻿ يشبه رغد مجنونة هيافاء
1,صح الصح كمان
0,فظيعين﻿
0,بالستايل مقلده الله ياخذ عمره الغبي
1,﻿صباح الخير النور الأنوار
1,احلى اشي الحياة الاستقرار زوج صالح
1,﻿عيش زي بدك ترد حدا ابدا
1,اللهم إني اعود بك الذنوب تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك
1,﻿حقا
1,﻿صباح ملؤه الخيرات المسرات
1,سبحان الله قادر شىء
0,ده سوسن خالص ينهار اسود
0,جهنم وبئس المصير
0,وبالمناسبة، مصادر الطاقة، فالاردن غني بالزيت الصخري، وفش داعي لمصايب جديدة ع البشر والبيئة
1,﻿اللهم اصلح حالي احفظني نور قلبي اجعل طريق الخير طريقي اجعل عملي خالصا لوجهك الكريم توب علي اغفر زلاتي
0,كلب واطي
1,اللهم معنا علي طاعتك ورضاك وقوي عذامئنا
1,﻿اللهم اغفر وسع رحمتك اصلح ذريته
0,سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا
1,ارجوك يا استاذنا الفاضل ادعيلي بالنجاح مسابقة المجستير العام القادم والشفاء بارك الله فيك
0,مو حلو
0,﻿سدئناك يا كذاب
0,كلو حكي فاضي
1,﻿صباح الرحمة البركات شاء الله
1,اللهم استرنا وجميع بنات المسلمين
1,﻿أنما بعثت لأتم مكارم الأخلاق
0,الله يوخدها
1,انا فعلا عملت كده والحمدلله بقيت احسن الحجات ربنا خدها مني الحمدلله
0,بس انا دايم احسها خشنة رجال
0,اموت بصوتها
1,يا رب سواك
0,لقد اتحفتمونا بلجوكم لجيبتنا انفجرت بفضلكم الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لأعيش
0,يلعن اخت المياعة والبياخة
1,تفاءل بالخير تجده
0,الله يوخذكم
1,والنعم والاخلاق والنعم والصداقه والنعم الاخوه
1,الهم اجعلنا اخوة الله واحشرنا الصديقين والشهداء والصالحين
1,﻿يا رب يتقبل منا الله العقل مو فاضي القلب مكسور
1,هادي الاخوة الصادقة
0,الغباء واضح
0,﻿مين هااي بصورة وئدامها كورس
0,﻿مزعج كثييير
0,الشو اسمو ستار أكاديمي المسخره عل العالم أكاديمي
0,﻿الاردن تمتلك الخبرات الفنيه انشاء صيانة تشغيل المفاعلات النوويه لاردن لديها سوى شهادات دكتوراة المجال نظرية بحته انشاء مفاعل نووي يعنى مقامرة كامله بمئات الملاييين المضحك الموضوع بداية المشروع ستكون انشاء مفاعل تجريبي تعليمي يتبع لهيئة الطاقة النوويه اليس الاجدر بهكذا مفاعل يتبع لاحدى الجامعات ؟ علاوة هيئة الطاقة انشأها رضوة لفلان وعلنتان الاولي يا سادة يتم طرح انشاء شركة للتنقيب اليورانيوم وبيعه لتصبح الاردن دولة مصدرة لهذه المادة مر اخر كثر الحديث مؤخرا يوجد الاردن بترول بكميات الاقل تكفي استهلكنا المحلي
1,﻿الحمد لله بنعمته تتم الصالحات حمدا منقطع
0,عندهم قلة احترام للمشتركين وفلة ادب تجاه المشاهدين
1,الله يبارك فيك لانك غيرت صاحبتي كتير المتؤثرين فيك اللي عرفتني عليك
1,﻿و الله بالنهاية يكونو رائعون
1,يشم الطيب ويتعطر يا دكتور عمر
0,ابن بشار الاسد كس اخت ابوك
1,والله حصل معانا ومع ناس كثيرة بدل حب الحرام بحب الحلال يبدل الله كيانك
0,انشالله انو يطلع كلام فاضي لانو ضربت سوريا الاردن رح اتصير حرب عالمية ثالثة رح اتخلص لما نتخزق
0,﻿الانكسار اسوء الاشياء
1,﻿اللهم اجعلنا ممن يتمتعون بروح ريحان
0,فاشل شله نامج فاشل
1,روعه
1,أخرج أهل سوريا الضيق الفرج
0,فاشله
1,أحلى صباح أحلى شيخ العالم
0,للبرنامج التافه يسمح لهذا الشي
0,البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي اعلنت هيئة الطاقة يملك غالبية الأسهم تركيا سبيل المثال وذلك يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي يوفر الكهرباء بسعر
0,﻿ ﻋﺎﻫﺎﺗﻚ ﻳﺎ ﻭﻃﻨﻲ
1,﻿يا رب اسعد قلبي
0,صرماتي براس اهلك
1,صباح الوجه الصبوح
0,مهزلة التاريخ
1,يا حلالي ويا مالي ايوش هييييييييك لازم زمان
0,﻿ما اثقل دمك اغباك
0,ملعوب عليهم
0,برامج سخيفة تهدف لهدم الأمة
1,شكرا دكتور فكلماتك بالغ الأثر نفوسنا
1,يا رب كن وكيل
0,﻿لوين ندكم توصلونا الله هموم المصاريف قتلت الصغير الكبير الله ياخذ حقنا منكم يباركلكم
1,بسمة امل حلوة
1,يارب اوقف جنبي وقدرني
0,كلهم فاجرين
1,يارب ناخذ القرار الصح
0,فهم ادرى واخبر وبل انكارا للشيعة وامثالهم
1,﻿اللهم أغفر لى لأمة المسلمين أجمعين
1,اللهم اعصمنا م معصيتك
1,﻿صح لسانك
0,تحطم ماتبقى اطيافي
1,يا عطاء امنان يا اكرم الاكرمين
1,ربنا المستعان ادعولنا ارجوكم
1,الحمد لله رزقني بالإسلام
0,﻿ والله خبل
0,نيله تنيلكم وين جايبين هالحثانه
1,﻿اللهم أعنا ذكرك شكرك حسن عبادتك
0,يلعن ام اللي باخر المقطع حق عدوله يا ثقيل دم
0,متأكده أنو هذولي مدفوعلهم علشان يجون يغنون لأنو مافي ناس مهابيل لهالدرجه
1,احسنوا الظن
1,اللهم اتم علينا مكارم الاخلاق
1,﻿اللهم اغفر يعلمون اجعلني خيرا مما يظنون
0,كنت اشوف الاجانب اقول موسوسين
0,سوبر حمار
1,كلام حلو ومشجع
0,شو بدو بهالشوفه ؟؟؟؟؟؟؟؟؟؟؟
1,يا الله عالمواساه يرحم ايام زمان
0,﻿ سخيفة
1,عشان هيك قال النبي صلى الله وسلم الكذب يهدي الفجور والفجور يهدي النار
1,ربي ينعم علينا بنعمة الخشوع
0,هديله بالجزمة طبعا
1,ده عمله نادرة الاخلاق ملهاش علاقه بالدين
1,ماخاب دعا الله
0,ثكلتك امك
0,﻿ عاهاتك ياعرب
0,قصدك اخر توصل اليه العقل البشري تفاهات
1,﻿صبأحكم امل مشرق عطا متجدد كمأ شروق الشمس
1,انا فعلا مؤمن بالفكرة دي وبحاول انفذها
0,ماعندك شرف
0,كأنهم خرفان العيد المسلخ
0,عنجد الانسان تافه وحقير
1,بوركت
1,﻿مش عارف لية بيتحوله هما دواره عليك نفسهم معاهم الأول
0,السلام عليكم الحقيقه انا اعرف شو وقاحة هاي اللجنه المشترك يعطي عنده مواهب عنده وهم يعطون عندهمما
0,﻿الطاقة الشمسية البديل ليست النووية
0,اغبياء
1,أحسن شيء العمل يؤدي للاستمرارية
0,مضحك ، بل مخزى ، يا للخزى العار
0,بعين الله يا امال كلهن ستين سبعين سنه وبمضن وبتهون
1,الحمد لله ع السلامه
1,﻿ليتنا نستطيع الابتسامه الاوقات المؤلمه
0,﻿
0,الجيل هيحرر فلسطين شوفه سوريا يقاتل العلويين الكلاب ربي يعلمهم فنون القتال ويربيهم،،
1,بارك الله فيك
1,الحب بقى تيك اواى اوى لما نلقى انسان مخلص حبه الحب ده اجمل واسما عاطفة الوجود
1,﻿الخشوع إحساس جميل جد أمام الله القلب يحب الدمع صافي متعه الصلاة راحه فائقه أتمنى لكل المسلمين الخشوع
1,والله صحيح
1,ربنا يكرمك سعيك وحُبك للمُساعدة
0,صوته مره منبح احسه تعبان عاد زبدولة مابقى يطلع شوي
0,انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا العاهات هذيل
0,أجمل مثل الحُب الصادق الشفا
0,تابعت الجوال بداية صدوره وقبل اقترابه للعالم العربي فعلا يستحق الاهمية
0,انا المفاعلات النووية الأردن
1,ترك شيئا لله عوضه الله نورا وايمانا قلبه
1,ربنا يبارك فيك
1,جزاك الله خيرا ياأستاذ مصطفى ماتبثه انفسنا ربنا يكثر أمثالك
0,يلعن امك
1,جد انتى شاء الله عليكى جزاكى الله خير
1,﻿يجب دائما نعتني بالورود لكي تكبر
0,شغل مشغول قرف يع
1,والله اني لاحس بالشفقة علابنات الجامعات
1,﻿اللهم ارزقنا العمل الصالح الزريه الصالحه ارزقنا يا الله حسن الخاتمه
0,يعني عدولة اللي ابصر وين جاي وصل عشان تشوفة لجنة التحكيم مبين مجنون مش شايف اشي قدامة
0,أسوأ شعب الله الكوميديا
0,معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي
1,يا مقلب القلوب والابصار ثبت قلبى دينك
0,﻿و الله انكو بتخافو الله
0,رويدا عطيه يا الخبوول
1,أقوال الرفيق المناضل
1,اللهم احفظني
1,اللهم قوِّ إيماننا لنكون أصحاب عزيمة قرار
1,﻿لو أغلقت الأبواب وجهك ، وأظلمت الدنيا، خنقتك الدموع ، ضاقت بك الأرض ، استحضر معنى اسم الله الفتاح القادر سبحانه قادر فتح انغلق أمرك
0,﻿ اخ يا غبي
1,نعم رجل بهمّة يحيي الله أمّة
0,نادرا بتصير لو الشعب بتطور وبيتعلم الوقت
1,﻿صباح الفل الورد يا شيخ سلمان عطر الله صباحك بذكره شكره حسن عبادته
1,صباح الود
1,سلمت يمناك كلام ذهب
0,كلامك غاية الجديه صحيح
0,ليش نتعلم صار اليابان، وروسيا، ألمانيا ألغت نظرتها بناء مفاعلات نووية واستخدام الطاقة البديلة
0,نجد اصحاب السوء يحضرون بقوة لان ها هولاء يحظروالى تشجيع اناس حولهم
1,اللهم اجعلنا منهم وارزقنا الطاقه ولاراده لزللك ياربى
1,طبعا محدش يقدر بس سبحان الله ناس عايشين مياه
1,كلام جميل
0,الباقيين سخااافه سمااااجه
0,﻿ الللجنه تنطاق
0,وهاد اللي بخبص حكي ملوش معنا ابن مين هاد
1,الحمد لله نصرنا نصرا مؤزرا
0,﻿يا جاهلين يلي بحكي الطاقه النووي وجودو كفيل بوفاة شخص وولادة طفل مشوه ولو انو اشي منيح بزتوه بالصحرا وجودو بعيد بقلل مخاطر بس بمنعها يلي بحكي انو احنا امه جاهله بدها تطور بكون هوه الجاهل عدو نفسو عدو الانسانية بلا ننوي بلا زفت قال نتطور قال لو بدنا نتطور طورنا حالنا زمان مش دور الننووي شعب جاهل
0,اسفل بعضهم
1,أجمل الحياة برضى الله
0,﻿ام التحطيم
